SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGY,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
69155,7,2,2,9,,3,3,2,9,110,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,74327.83028,75742.18709,2,91,6,6,1.34,4,4,1,2,0,2,33,1,4,3,
69156,7,2,1,12,,3,3,1,12,155,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,84860.61258,85065.52972,2,98,15,15,5,4,4,0,2,0,1,48,1,3,1,4
69157,7,2,2,21,,3,3,2,,,2,,1,1,,,3,5,3,1,2,2,1,2,2,1,2,2,1,112960.5595,113970.5039,1,94,99,99,,5,5,1,1,0,2,21,1,3,5,
69158,7,2,1,44,,3,3,1,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,32719.76279,33772.87273,1,91,1,1,0.2,2,2,0,0,0,1,44,1,2,1,2
69159,7,2,2,22,,2,2,1,,,2,,2,2,2,,5,5,2,2,2,2,2,2,2,1,2,2,1,35424.74684,36356.5568,2,93,,3,0.98,4,1,0,0,0,1,28,,,4,
69160,7,2,1,17,,1,1,1,17,208,2,,1,1,,10,,,,1,2,2,1,2,2,,,,,27186.26548,27776.84285,1,92,15,15,4.99,4,4,0,2,0,2,43,1,4,1,4
69161,7,2,1,20,,3,3,1,,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,22233.68309,25178.83809,1,102,2,2,0.49,3,3,1,0,0,1,20,1,2,6,
69162,7,2,1,72,,2,2,1,,,2,,2,2,4,,4,5,,2,2,2,2,2,2,2,2,2,,12250.04124,12463.58723,2,100,1,1,0,1,1,0,0,1,1,72,2,4,5,
69163,7,2,2,10,,5,7,1,10,123,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,9007.62445,9504.796896,2,102,15,15,5,4,4,0,2,0,1,39,1,4,1,5
69164,7,2,2,80,,3,3,1,,,2,,1,1,,,5,2,,1,2,2,1,2,2,1,2,2,,51433.46995,56330.52402,1,98,7,7,3.8,1,1,0,0,1,2,80,1,5,2,
69165,7,2,1,72,,5,6,1,,,2,,2,1,8,,5,1,,1,2,2,1,2,2,1,2,2,,18239.93345,19545.29106,2,102,8,8,3.67,2,2,0,0,2,1,72,2,5,1,
69166,7,2,1,60,,4,4,2,,,2,,2,1,6,,5,1,,1,2,2,1,2,2,1,2,2,1,6038.685119,6085.921613,1,96,15,15,5,3,3,0,0,1,1,60,2,5,1,5
69167,7,2,2,80,,3,3,2,,,2,,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,27681.279,30792.25976,1,91,3,3,1.29,1,1,0,0,1,2,80,1,2,2,
69168,7,2,1,75,,4,4,2,,,2,,1,1,,,1,4,,1,2,2,1,2,2,1,2,2,,8902.117734,9243.371936,1,97,15,15,5,6,6,0,1,1,2,53,1,4,1,
69169,7,2,1,10,,4,4,1,11,133,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,10122.7023,10604.04698,2,100,3,3,0.42,5,5,0,1,0,2,51,1,4,5,
69170,7,2,2,51,,1,1,2,,,2,,2,2,6,,1,1,,2,2,2,2,2,2,2,2,2,2,22224.73066,22340.63074,2,91,10,10,2.95,4,4,0,1,0,2,18,1,3,,
69171,7,2,2,40,,2,2,1,,,2,,2,1,2,,4,5,2,2,2,2,2,2,2,2,2,1,2,32281.86027,32750.12883,2,93,7,7,2.31,2,2,0,0,1,2,40,2,4,5,
69172,7,2,2,65,,1,1,1,,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,9570.416297,9969.842041,2,98,6,6,2.75,1,1,0,0,1,2,65,1,4,3,
69173,7,2,1,14,,4,4,1,14,171,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,14848.50469,14877.8614,1,98,8,8,1.95,4,4,0,2,0,2,31,1,2,1,5
69174,7,2,2,12,,4,4,1,12,152,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,11838.87337,11750.25662,2,100,15,15,4.47,4,4,0,2,0,1,39,,,1,5
69175,7,2,2,32,,2,2,2,,,1,1,1,1,,,4,1,2,1,2,2,1,2,2,,,,,27127.98396,26396.01396,2,90,15,15,4.2,5,5,1,0,0,2,50,,,6,
69176,7,2,2,57,,4,4,1,,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,26668.45888,26828.83851,2,102,5,5,1.84,1,1,0,0,0,2,57,1,3,6,
69177,7,2,1,66,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,121588.7616,120347.6305,1,91,8,8,3.4,2,2,0,0,2,1,66,1,5,1,4
69178,7,2,2,28,,5,6,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,1,1,2,2,1,10800.35137,11472.01566,2,92,3,3,0.45,4,4,0,0,1,1,64,2,1,1,1
69179,7,1,2,14,,4,4,,,,,,1,1,,7,,,,1,1,2,1,2,2,,,,,15847.19263,0,1,98,15,15,5,4,4,0,2,0,2,50,1,5,1,5
69180,7,2,2,1,16,4,4,2,,18,,,1,1,,,,,,1,1,2,1,2,2,,,,,7348.24433,7906.792868,2,95,10,10,2.32,6,6,1,2,0,1,44,1,4,1,4
69181,7,2,2,37,,3,3,1,,,2,,1,1,,,1,5,2,1,2,2,1,2,2,1,2,2,1,90299.16117,91599.67904,1,95,7,7,2.54,2,2,0,1,0,2,37,1,1,5,
69182,7,2,2,8,,2,2,2,8,103,,,2,2,1,3,,,,2,1,2,1,2,2,2,2,2,2,10762.40056,12070.12608,2,90,3,3,0.46,5,5,1,3,0,2,35,2,1,4,
69183,7,2,1,6,,1,1,1,6,83,,,1,1,,0,,,,1,1,2,1,2,2,,,,,10658.39903,10722.99428,1,102,8,8,1.33,7,7,1,4,0,2,32,1,3,1,2
69184,7,2,1,56,,3,3,2,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,32720.69734,34082.89655,1,92,4,4,1.16,2,2,0,0,1,1,56,1,2,1,3
69185,7,2,1,60,,2,2,1,,,2,,2,2,5,,2,1,,2,2,2,1,2,2,2,2,1,2,6449.12882,6552.435629,2,93,7,7,1.83,3,3,0,1,1,1,60,2,2,1,4
69186,7,1,1,5,,4,4,,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,9016.053035,0,2,100,2,2,0.25,4,4,2,1,0,2,39,1,2,5,
69187,7,2,2,22,,2,2,2,,,2,,2,2,2,,1,5,2,2,2,2,2,2,2,,,,,31196.44667,31060.57243,2,99,99,1,0,5,1,0,1,0,1,40,2,1,6,
69188,7,2,2,8,,5,7,2,8,100,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,9620.269705,10273.00764,2,91,12,12,,4,4,0,2,0,1,40,1,5,1,5
69189,7,2,1,3,,4,4,1,3,43,,,1,1,,,,,,1,1,2,1,2,2,,,,,10040.0331,10162.49491,1,100,15,15,5,3,3,1,0,0,2,34,1,5,1,5
69190,7,2,2,80,,4,4,2,,,2,,1,1,,,9,2,,1,1,2,1,2,2,1,1,2,,14971.82757,15430.40161,2,97,13,13,,4,4,1,0,1,2,45,1,2,5,
69191,7,2,1,0,11,1,1,1,,11,,,1,1,,,,,,2,1,2,2,2,2,,,,,7757.493251,8192.524698,3,92,1,1,0.18,5,5,2,2,0,2,31,2,1,5,
69192,7,2,2,0,2,5,7,2,,3,,,1,1,,,,,,1,1,2,1,2,2,,,,,9288.555962,9478.459453,1,95,6,6,0.96,5,5,1,0,1,2,69,1,1,2,
69193,7,2,2,12,,2,2,2,12,147,,,1,1,,6,,,,2,1,2,2,2,2,1,2,2,1,19480.51714,20370.22465,2,94,1,1,0.01,7,7,1,3,0,1,41,2,1,1,1
69194,7,2,2,6,,4,4,1,6,79,,,1,1,,0,,,,1,1,2,1,2,2,,,,,10332.06702,11124.93936,1,100,3,3,0.52,3,3,1,1,0,2,25,1,3,5,
69195,7,2,2,10,,3,3,2,10,130,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,14935.78636,14737.44534,2,94,7,7,1.18,7,7,1,4,0,2,31,1,4,6,
69196,7,2,1,27,,5,7,1,,,2,,2,2,3,,4,5,,1,2,2,1,2,2,1,2,2,1,32866.0119,33575.90563,1,98,99,99,,3,1,0,0,0,2,22,1,4,5,
69197,7,2,2,2,,1,1,1,2,26,,,1,1,,,,,,2,1,2,2,2,2,,,,,8832.868731,8863.029978,1,102,2,2,0.19,7,7,2,2,0,1,48,2,9,1,9
69198,7,2,2,13,,1,1,2,13,158,,,1,1,,7,,,,2,1,2,1,2,2,1,2,2,1,18368.8722,20151.00126,2,94,5,5,0.67,6,6,1,3,0,1,37,2,3,1,4
69199,7,2,1,60,,5,6,2,,,2,,2,2,5,,2,4,,1,2,1,1,2,1,1,2,1,3,6814.038157,7682.939373,2,91,12,13,,7,1,0,4,2,2,72,2,1,2,
69200,7,2,1,34,,5,6,1,,,2,,2,1,3,,5,1,,1,2,2,1,2,2,1,2,2,1,22957.82581,23425.4286,2,102,15,15,3.92,5,5,1,2,0,1,34,2,5,1,5
69201,7,2,2,44,,5,6,1,,,2,,2,1,6,,5,1,2,1,2,2,1,2,2,1,2,2,1,20834.78334,21091.81152,2,94,15,15,5,5,5,0,2,1,1,47,2,5,1,5
69202,7,2,1,9,,1,1,1,9,116,,,1,1,,3,,,,2,1,2,1,2,2,1,2,2,1,17882.62186,17720.21806,3,92,7,7,1.3,5,5,1,2,0,2,33,2,2,1,1
69203,7,2,2,66,,4,4,2,,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,1,8308.628726,8679.600111,2,95,9,9,4.92,1,1,0,0,1,2,66,1,5,3,
69204,7,2,2,16,,3,3,1,16,201,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,30430.36943,31312.35166,3,92,5,5,1.03,4,4,0,3,0,1,55,1,4,4,
69205,7,2,2,47,,5,6,1,,,2,,2,2,6,,3,1,,1,2,1,1,2,1,1,2,1,3,14872.22238,15689.84585,2,92,7,7,1.61,4,4,0,2,0,1,51,2,3,1,3
69206,7,1,1,80,,2,2,,,,2,,2,1,8,,1,1,,2,2,2,2,2,2,,,,,13654.27056,0,2,93,7,7,2.31,2,2,0,0,2,1,80,2,1,1,1
69207,7,2,2,30,,4,4,2,,,2,,1,1,,,3,5,2,1,2,2,1,2,2,1,2,2,1,27381.64598,29718.51574,2,95,5,4,1.52,3,1,0,0,0,1,31,1,4,5,
69208,7,2,2,80,,3,3,2,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,1,2,,25840.95927,29976.98212,1,101,3,3,0.86,2,2,0,0,2,2,80,1,2,1,1
69209,7,1,2,47,,3,3,,,,2,,1,1,,,4,3,,1,2,2,1,2,2,,,,,35469.912,0,2,91,6,6,2.78,1,1,0,0,0,2,47,1,4,3,
69210,7,2,1,23,,4,4,1,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,25815.88014,26556.73573,2,101,1,1,0.09,2,1,0,0,0,1,23,1,5,5,
69211,7,2,1,0,2,5,6,1,,3,,,1,1,,,,,,1,1,2,1,2,2,,,,,8377.359485,8321.07116,2,96,4,4,0.97,3,3,1,0,0,1,31,2,5,1,5
69212,7,2,1,38,,1,1,1,,,2,,2,2,3,,2,4,,2,2,2,1,2,2,1,2,2,2,41241.2246,41716.3162,2,102,6,6,1.03,5,5,1,1,0,1,37,1,2,1,2
69213,7,2,2,47,,3,3,1,,,2,,2,2,7,,5,1,,2,2,2,1,2,2,2,2,2,2,27349.11727,27628.99562,2,93,6,6,1.65,2,2,0,0,0,1,52,2,3,1,5
69214,7,2,2,0,1,4,4,2,,2,,,1,1,,,,,,1,1,2,1,2,2,,,,,4137.127382,4416.757179,2,97,1,1,0.12,5,5,1,2,0,2,24,1,3,5,
69215,7,2,2,9,,1,1,1,9,112,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,19194.22841,19883.52967,2,96,7,7,1.34,5,5,0,2,0,1,24,2,2,5,
69216,7,2,1,35,,4,4,1,,,1,2,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,22937.91372,23137.5429,1,100,3,3,0.43,4,4,0,2,0,1,35,1,4,1,3
69217,7,2,2,16,,5,7,2,16,193,,,1,1,,10,,,,1,1,2,1,2,2,1,2,2,1,31716.86976,32129.6406,1,101,3,3,0.92,2,2,0,1,0,2,53,1,5,3,
69218,7,2,2,2,,1,1,1,2,29,,,1,1,,,,,,2,1,2,2,2,2,,,,,9132.13761,10082.12499,1,103,13,13,,4,4,2,0,0,2,27,2,2,6,
69219,7,2,1,4,,2,2,1,4,53,,,1,1,,,,,,2,1,2,2,2,2,,,,,15915.59529,17052.41171,2,96,6,6,1.25,4,4,1,1,0,1,31,2,3,1,3
69220,7,2,2,21,,5,7,2,,,2,,1,1,,,2,6,1,1,2,2,1,2,2,1,2,2,1,52280.40655,52747.82902,1,92,1,1,0,2,1,0,0,0,1,30,1,3,6,
69221,7,2,2,51,,5,6,1,,,2,,2,1,7,,5,1,,1,2,2,1,2,2,1,2,2,1,17950.49498,18684.28846,1,92,15,15,5,4,4,0,2,0,1,55,1,5,1,5
69222,7,2,1,6,,3,3,2,6,76,,,1,1,,0,,,,1,1,2,1,2,2,,,,,47178.29886,52231.30215,2,95,8,8,2.17,4,4,1,1,0,1,43,1,4,1,5
69223,7,2,1,24,,3,3,1,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,100722.7712,105550.355,2,92,14,8,4.13,2,1,0,0,0,2,25,1,5,5,
69224,7,2,2,59,,2,2,2,,,2,,2,1,4,,1,6,,2,2,2,1,2,2,2,2,2,2,18341.62138,19145.40337,2,90,6,6,1.21,4,4,0,0,0,2,59,2,1,6,
69225,7,2,2,17,,1,1,2,17,209,2,,2,2,4,12,,,,1,2,2,1,2,2,1,2,2,1,17544.59274,19246.75106,3,92,6,6,1,6,6,1,1,0,1,42,2,1,1,4
69226,7,2,2,10,,4,4,2,10,127,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,7588.605543,8103.359102,1,99,14,14,4.21,4,4,0,2,0,2,44,1,5,1,5
69227,7,2,2,62,,4,4,1,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,14994.33756,15663.8187,1,100,15,15,5,2,2,0,0,1,2,48,1,5,5,
69228,7,2,1,17,,3,3,2,17,215,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,61479.68996,61628.14802,2,100,15,15,4.5,6,6,0,4,0,1,45,1,5,1,5
69229,7,2,1,43,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,93164.28158,96130.59991,2,95,8,8,2.17,4,4,1,1,0,1,43,1,4,1,5
69230,7,2,2,8,,1,1,1,8,102,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,15962.14547,16412.0264,3,92,4,4,0.81,3,3,0,2,0,2,31,1,3,1,
69231,7,2,1,10,,4,4,2,10,131,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,12701.07248,14129.3471,2,91,6,6,0.78,7,7,1,4,0,2,38,2,2,77,
69232,7,2,1,0,6,2,2,2,,6,,,1,1,,,,,,1,1,2,2,2,2,,,,,6837.213048,7220.636221,2,91,1,1,0.02,5,5,1,2,0,2,27,2,3,1,2
69233,7,2,2,2,,3,3,2,2,29,,,1,1,,,,,,1,1,2,1,2,2,,,,,26167.52167,28880.85258,1,93,6,6,1.16,4,4,2,0,0,2,33,1,5,1,4
69234,7,2,1,8,,4,4,2,8,107,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,12176.5389,12609.8265,2,97,2,2,0.27,4,4,0,2,0,1,51,1,2,4,
69235,7,2,2,3,,5,7,2,3,45,,,1,1,,,,,,1,1,2,1,2,2,,,,,27969.56294,30869.74892,3,91,7,7,1.57,4,4,2,0,0,2,29,2,3,1,3
69236,7,2,1,33,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,18417.58786,18945.07705,2,97,4,4,1.35,2,2,0,0,0,2,27,1,4,1,4
69237,7,2,2,49,,2,2,2,,,1,2,2,1,7,,5,1,,1,2,2,1,2,2,1,2,2,1,46417.07957,46883.79408,1,97,15,15,5,2,2,0,0,0,2,49,2,5,1,4
69238,7,2,2,5,,3,3,2,5,64,,,1,1,,,,,,1,1,2,1,2,2,,,,,54058.97777,57449.54092,1,90,8,8,1.67,5,5,2,1,0,2,28,1,4,1,5
69239,7,2,2,19,,5,6,1,19,239,2,,2,2,1,15,,,,1,2,1,1,2,1,1,2,1,,9200.381964,9723.240452,2,101,2,1,0.32,2,1,0,0,0,2,20,,,5,
69240,7,2,2,7,,5,7,1,7,89,,,1,1,,1,,,,1,1,2,1,2,2,,,,,8504.389189,9345.267202,2,93,6,6,1.95,2,2,0,1,0,1,30,1,4,5,
69241,7,2,1,36,,5,6,2,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,19332.80871,19683.54589,1,90,15,15,5,1,1,0,0,0,1,36,1,5,5,
69242,7,1,1,25,,2,2,,,,2,,2,7,77,,2,5,,2,2,2,1,2,2,,,,,44074.73576,0,2,91,1,1,0.17,4,4,0,1,0,1,49,2,1,6,
69243,7,2,2,45,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,105483.1691,109229.1816,1,93,15,15,4.59,4,4,0,2,0,2,45,1,5,1,5
69244,7,1,2,10,,4,4,,,,,,1,1,,3,,,,1,1,2,1,2,2,,,,,7899.813226,0,2,100,15,15,5,4,3,0,2,0,1,42,1,3,5,
69245,7,2,2,29,,4,4,1,,,2,,1,1,,,5,5,2,1,2,2,1,2,2,1,2,2,1,21398.47235,20994.79718,1,103,14,8,4.21,2,1,0,0,0,2,29,1,5,5,
69246,7,2,1,19,,5,7,2,19,235,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,7672.605662,7940.039559,1,93,14,14,5,2,2,0,0,0,2,53,2,5,3,
69247,7,2,2,80,,5,7,2,,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,,12344.92969,12774.4907,1,93,2,2,0.83,1,1,0,0,1,2,80,1,4,3,
69248,7,2,2,43,,5,6,2,,,2,,2,1,4,,3,1,2,1,2,1,,,,1,2,1,,18255.73551,22006.51346,2,91,6,6,1.57,3,3,0,1,0,1,41,2,3,1,3
69249,7,2,1,34,,4,4,2,,,2,,1,1,,,2,5,,1,1,2,1,2,2,1,1,2,,19923.53094,20672.6358,2,95,6,6,1.08,4,4,1,0,0,2,42,1,4,4,
69250,7,2,2,56,,4,4,2,,,2,,1,1,,,5,2,,1,2,2,1,2,2,1,2,2,1,17622.14198,18017.33629,2,95,8,8,2.97,2,2,0,0,0,2,56,1,5,2,
69251,7,2,2,5,,1,1,1,5,67,,,1,1,,,,,,2,1,2,2,2,2,,,,,14665.74459,16191.37559,2,96,5,5,0.89,4,4,1,1,0,2,36,2,4,6,
69252,7,2,1,11,,1,1,1,11,140,,,2,2,3,5,,,,2,1,2,2,2,2,1,2,2,1,14820.80743,15173.08578,2,102,7,7,1.79,4,4,0,2,0,1,40,2,2,6,
69253,7,2,2,45,,2,2,2,,,2,,2,2,4,,2,3,,2,2,2,2,2,2,1,2,2,2,36457.29911,41822.0141,1,90,5,5,1.79,1,1,0,0,0,2,45,2,2,3,
69254,7,2,1,4,,1,1,1,4,50,,,1,1,,,,,,2,1,2,2,2,2,,,,,15835.27171,16336.52788,1,100,8,3,0.68,6,3,1,0,0,1,33,2,3,6,
69255,7,2,1,80,,3,3,1,,,1,1,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,42993.15025,46481.5792,1,92,6,6,1.98,2,2,0,0,2,1,80,1,5,1,4
69256,7,2,1,56,,5,7,2,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,32720.69734,34082.89655,1,101,3,3,0.88,2,2,0,0,0,1,56,1,2,1,4
69257,7,2,2,25,,4,4,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,24344.23669,23945.27751,2,96,6,6,1.48,4,4,1,1,0,2,25,1,4,5,
69258,7,2,2,51,,4,4,1,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,21621.61561,21991.27347,1,100,15,15,5,4,4,0,0,0,1,54,1,5,1,5
69259,7,2,1,30,,5,7,1,,,2,,2,1,6,,5,5,,1,2,2,1,2,2,1,2,2,1,84910.06342,90031.49383,2,96,14,6,2.75,3,1,0,0,0,1,30,2,5,5,
69260,7,2,2,3,,5,6,2,3,44,,,1,1,,,,,,1,1,2,1,2,2,,,,,4882.863582,4877.706148,1,99,7,7,2.89,2,2,1,0,0,2,35,2,5,1,
69261,7,2,2,51,,3,3,1,,,2,,2,1,8,,4,5,,1,2,2,1,2,2,1,2,2,1,27769.05639,28050.8453,1,94,99,99,,3,3,0,0,2,1,74,,,1,
69262,7,2,2,2,,1,1,1,2,28,,,1,1,,,,,,1,1,2,1,2,2,,,,,12871.48412,13281.03039,2,102,14,14,3.58,4,4,2,0,0,1,25,2,3,1,1
69263,7,2,1,73,,1,1,1,,,2,,2,1,9,,1,1,,1,2,2,1,2,2,2,2,2,,14673.42268,15506.30215,2,98,5,5,0.59,7,7,2,1,2,2,71,1,2,1,1
69264,7,2,1,69,,4,4,1,,,1,2,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,11212.4694,11300.17686,1,100,15,15,5,3,3,0,0,1,1,69,1,5,1,4
69265,7,2,2,11,,1,1,1,11,133,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,17053.85429,17233.14626,3,92,1,1,0.26,2,2,0,1,0,2,45,1,2,3,
69266,7,2,1,27,,4,4,1,,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,17265.37498,17186.02852,2,93,4,4,0.56,5,5,2,1,0,1,27,1,2,6,
69267,7,2,1,29,,3,3,2,,,2,,2,2,3,,5,1,,1,2,2,1,2,2,1,2,2,1,94165.18048,100725.8042,2,99,14,14,5,2,2,0,0,0,2,28,1,5,1,5
69268,7,2,2,11,,4,4,1,11,135,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,11076.0641,11269.278,2,102,4,4,0.53,6,6,2,2,0,2,27,1,2,1,2
69269,7,2,1,16,,3,3,2,16,195,,,1,1,,9,,,,1,2,2,1,2,2,,,,,91343.02044,91081.27146,1,98,7,7,1,7,7,2,2,0,2,34,1,4,3,
69270,7,2,1,66,,5,6,2,,,2,,2,1,5,,4,1,,1,2,1,1,2,1,1,2,1,3,9048.959172,9513.611982,1,93,12,12,,4,4,0,0,2,1,66,2,4,1,2
69271,7,2,1,1,21,1,1,1,,22,,,1,1,,,,,,1,1,2,1,2,2,,,,,12569.23571,12239.75163,2,102,15,15,2.43,7,7,3,2,0,1,28,2,5,1,4
69272,7,2,2,43,,2,2,1,,,2,,2,2,4,,1,6,2,2,2,2,1,2,2,,,,,32606.88005,32776.92216,2,93,4,4,0.56,5,5,0,2,0,1,37,,,1,1
69273,7,2,1,5,,4,4,2,5,66,,,1,1,,,,,,1,1,2,1,2,2,,,,,8890.779467,9258.147648,3,91,1,1,0.07,6,6,2,3,0,2,30,1,2,3,
69274,7,2,2,21,,4,4,2,,,2,,2,1,3,,5,5,2,1,2,2,1,2,2,1,2,2,1,18446.69182,17539.32774,1,90,4,4,0.58,6,6,0,3,0,2,21,2,5,5,
69275,7,2,1,13,,4,4,2,13,158,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,11351.72544,11265.8817,2,95,99,99,,2,2,0,1,1,2,80,1,2,2,
69276,7,2,1,16,,1,1,1,16,199,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,22768.42362,22886.98039,2,98,15,15,5,3,3,0,1,0,1,38,1,4,1,3
69277,7,2,1,24,,5,6,1,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,14313.34597,15171.9498,3,91,6,6,2.94,2,1,0,0,0,1,24,1,5,5,
69278,7,2,2,78,,4,4,1,,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,,13549.49228,14020.96792,2,93,6,6,2.28,2,2,0,0,1,2,78,1,5,3,
69279,7,2,2,58,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,126314.7696,126413.2977,2,95,15,15,5,2,2,0,0,1,1,61,1,5,1,5
69280,7,2,2,80,,3,3,1,,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,22419.63376,27869.65701,1,94,3,3,1.29,1,1,0,0,1,2,80,1,3,2,
69281,7,2,1,3,,3,3,2,3,47,,,1,1,,,,,,1,1,2,1,2,2,,,,,76114.75942,89186.3007,1,98,15,15,5,4,4,1,1,0,1,40,1,4,1,5
69282,7,2,2,19,,3,3,2,19,236,2,,1,1,,12,,,,1,2,2,1,2,2,1,2,2,1,31627.47124,33789.84172,1,101,1,1,0.08,3,3,1,0,0,2,19,1,2,,
69283,7,2,2,73,,4,4,2,,,2,,1,1,,,2,3,,1,2,2,1,2,2,1,2,2,,10298.45156,11068.74065,1,93,99,1,0.32,2,1,0,0,1,1,50,,,5,
69284,7,2,1,53,,2,2,1,,,2,,2,2,7,,4,3,,1,2,2,1,2,2,1,2,2,1,26651.80021,26887.92229,2,92,3,3,0.92,1,1,0,0,0,1,53,2,4,3,
69285,7,2,2,26,,3,3,2,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,37537.64188,38018.47635,2,97,5,5,0.84,5,5,0,2,0,2,33,1,4,1,3
69286,7,2,1,39,,5,6,2,,,2,,2,1,6,,5,5,,1,2,2,1,2,2,1,2,2,1,19096.43834,22378.69499,1,93,15,15,5,1,1,0,0,0,1,39,2,5,5,
69287,7,2,1,54,,3,3,2,,,1,2,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,173139.9148,174527.0916,1,95,14,14,5,2,2,0,0,0,1,54,1,4,1,3
69288,7,2,2,69,,4,4,1,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,9518.80186,10252.5295,2,100,3,3,0.75,2,2,0,0,2,1,67,1,3,1,2
69289,7,2,2,5,,2,2,1,5,69,,,2,1,3,,,,,2,1,2,1,2,2,,,,,15979.95276,16987.38138,2,102,7,7,1.53,5,5,1,2,0,2,37,2,4,1,4
69290,7,2,2,1,21,1,1,2,,21,,,1,1,,,,,,2,1,2,2,2,2,,,,,9955.153132,10990.75621,2,94,4,4,0.81,4,4,2,0,0,1,26,2,2,1,2
69291,7,2,1,0,9,5,6,2,,10,,,1,1,,,,,,1,1,2,1,2,1,,,,,4326.150649,4507.366261,1,99,6,6,1.07,6,6,2,1,2,1,44,2,5,4,
69292,7,2,1,12,,3,3,1,12,147,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,109750.9358,116575.4408,1,94,7,7,1.52,4,4,0,2,2,1,61,2,1,1,5
69293,7,2,1,9,,3,3,1,9,119,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,23188.93505,25672.57197,3,91,7,7,1.1,7,7,0,4,0,1,40,1,4,1,3
